Date,Open,High,Low,Close,Adj Close,Volume
2019-01-10,13.790000,13.970000,13.450000,13.700000,13.700000,1318436
2019-01-11,13.750000,13.890000,13.280000,13.530000,13.530000,936357
2019-01-14,13.360000,13.630000,12.860000,13.050000,13.050000,929159
2019-01-15,13.150000,13.600000,13.050000,13.570000,13.570000,1349917
2019-01-16,13.600000,14.045000,13.560000,13.920000,13.920000,1523921
2019-01-17,14.060000,14.450000,14.060000,14.250000,14.250000,1739490
2019-01-18,15.450000,16.415001,15.100000,16.100000,16.100000,7247455
2019-01-21,16.480000,16.969999,15.190000,15.250000,15.250000,4785592
2019-01-22,15.260000,15.760000,14.920000,15.250000,15.250000,1919161
2019-01-23,15.000000,15.730000,15.000000,15.240000,15.240000,1925171
2019-01-24,15.570000,15.940000,15.170000,15.600000,15.600000,1999775
2019-01-25,15.700000,16.350000,15.500000,16.240000,16.240000,2241637
2019-01-29,16.200001,16.480000,15.640000,15.710000,15.710000,1605778
2019-01-30,16.000000,16.270000,15.650000,15.720000,15.720000,1184069
2019-01-31,16.000000,16.180000,15.880000,15.910000,15.910000,1490627
2019-02-01,16.110001,16.530001,15.960000,16.209999,16.209999,1938245
2019-02-04,16.260000,16.670000,16.170000,16.350000,16.350000,1227648
2019-02-05,16.580000,17.059999,16.570000,16.860001,16.860001,2361773
2019-02-06,17.160000,17.740000,17.150000,17.670000,17.670000,2162368
2019-02-07,17.830000,18.000000,17.309999,17.580000,17.580000,2325561
2019-02-08,17.280001,17.280001,16.709999,17.100000,17.100000,1643019
2019-02-11,17.250000,17.549999,16.930000,17.139999,17.139999,938792
2019-02-12,17.260000,17.850000,17.139999,17.799999,17.799999,1455030
2019-02-13,18.000000,18.090000,17.510000,17.590000,17.590000,1528911
2019-02-14,17.549999,18.490000,17.530001,18.360001,18.360001,2106189
2019-02-15,18.370001,18.790001,18.299999,18.570000,18.570000,1764888
2019-02-18,19.010000,19.209999,18.660000,18.870001,18.870001,1507171
2019-02-19,18.990000,19.200001,18.770000,18.920000,18.920000,1864921
2019-02-20,18.950001,19.190001,16.900000,17.440001,17.440001,3912120
2019-02-21,17.450001,17.760000,16.650000,17.010000,17.010000,3659605
2019-02-22,16.790001,17.480000,16.610001,17.200001,17.200001,1610139
2019-02-25,20.000000,20.690001,18.950001,20.500000,20.500000,6438221
2019-02-26,18.900000,20.000000,17.799999,18.150000,18.150000,6442900
2019-02-27,18.600000,18.900000,17.379999,17.639999,17.639999,4282570
2019-02-28,17.700001,18.559999,17.650000,18.440001,18.440001,4147040
2019-03-01,18.500000,19.980000,18.420000,19.570000,19.570000,4942296
2019-03-04,20.120001,21.090000,19.840000,19.990000,19.990000,4195254
2019-03-05,19.900000,20.629999,19.629999,19.900000,19.900000,2399799
2019-03-06,20.100000,20.129999,19.450001,19.540001,19.540001,2291556
2019-03-07,19.379999,19.840000,18.959999,19.059999,19.059999,2616499
2019-03-08,19.000000,19.820000,18.620001,19.629999,19.629999,3000793
2019-03-11,19.650000,20.450001,19.600000,20.209999,20.209999,2270563
2019-03-12,20.540001,20.965000,20.350000,20.750000,20.750000,2440256
2019-03-13,20.700001,20.809999,20.010000,20.160000,20.160000,1583258
2019-03-14,20.610001,20.840000,20.100000,20.799999,20.799999,1480493
2019-03-15,20.900000,21.100000,20.340000,20.549999,20.549999,2174157
2019-03-18,20.760000,21.080000,20.280001,20.600000,20.600000,1705669
2019-03-19,20.770000,20.799999,20.190001,20.629999,20.629999,1404118
2019-03-20,20.450001,20.959999,20.250000,20.760000,20.760000,1301108
2019-03-21,20.610001,21.000000,20.379999,20.500000,20.500000,1144664
2019-03-22,20.719999,21.000000,20.580000,20.650000,20.650000,896123
2019-03-25,20.150000,20.200001,19.450001,19.549999,19.549999,2265707
2019-03-26,19.459999,19.750000,19.280001,19.600000,19.600000,1090318
2019-03-27,19.620001,20.080000,19.610001,19.969999,19.969999,1169746
2019-03-28,19.950001,20.639999,19.709999,20.420000,20.420000,1185503
2019-03-29,20.500000,21.040001,20.500000,20.950001,20.950001,1860996
2019-04-01,21.209999,22.590000,21.209999,22.389999,22.389999,2837087
2019-04-02,23.000000,23.670000,22.900000,23.400000,23.400000,2830712
2019-04-03,23.700001,24.129999,23.049999,23.309999,23.309999,1792238
2019-04-04,23.299999,23.650000,23.160000,23.500000,23.500000,1147712
2019-04-05,23.700001,24.719999,23.650000,24.400000,24.400000,2529197
2019-04-08,24.799999,25.170000,24.020000,24.230000,24.230000,2260421
2019-04-09,24.410000,24.889999,24.110001,24.660000,24.660000,1854812
2019-04-10,24.799999,25.350000,24.709999,25.030001,25.030001,2431979
2019-04-11,25.209999,25.590000,24.980000,25.549999,25.549999,1638703
2019-04-12,25.750000,25.850000,25.209999,25.299999,25.299999,1824016
2019-04-15,25.459999,25.580000,24.230000,24.990000,24.990000,1859038
2019-04-16,24.780001,25.150000,24.340000,24.799999,24.799999,2123924
2019-04-17,24.850000,24.980000,23.340000,23.340000,23.340000,2557156
2019-04-18,22.990000,23.100000,22.400000,22.809999,22.809999,2264890
2019-04-23,22.860001,23.455000,22.700001,22.930000,22.930000,1549149
2019-04-24,23.379999,23.840000,22.940001,23.750000,23.750000,2034162
2019-04-26,24.000000,24.500000,23.510000,23.820000,23.820000,1293405
2019-04-29,23.860001,25.040001,23.850000,24.920000,24.920000,1573306
2019-04-30,25.500000,25.700001,25.299999,25.590000,25.590000,1475299
2019-05-01,25.900000,27.480000,25.799999,27.299999,27.299999,2625303
2019-05-02,27.400000,28.200001,26.379999,26.860001,26.860001,2202487
2019-05-03,27.750000,28.250000,27.129999,27.650000,27.650000,2208004
2019-05-06,27.299999,27.629999,26.150000,27.500000,27.500000,1859484
2019-05-07,28.000000,28.700001,27.900000,28.459999,28.459999,1728688
2019-05-08,27.799999,27.879999,26.510000,26.559999,26.559999,2700758
2019-05-09,26.950001,27.500000,26.120001,26.430000,26.430000,1811214
2019-05-10,26.500000,26.750000,25.700001,26.209999,26.209999,1417204
2019-05-13,26.000000,26.450001,25.580000,26.170000,26.170000,911571
2019-05-14,25.150000,26.090000,24.690001,26.000000,26.000000,1600326
2019-05-15,26.350000,26.820000,26.040001,26.139999,26.139999,1010297
2019-05-16,26.080000,26.459999,24.959999,25.459999,25.459999,1978730
2019-05-17,25.850000,26.730000,25.500000,25.600000,25.600000,1705516
2019-05-20,26.400000,26.500000,25.420000,25.969999,25.969999,902985
2019-05-21,25.690001,25.795000,24.600000,24.700001,24.700001,2760044
2019-05-22,24.719999,24.980000,24.080000,24.379999,24.379999,1590777
2019-05-23,24.230000,25.219999,24.230000,25.080000,25.080000,1061611
2019-05-24,24.660000,24.730000,23.860001,23.980000,23.980000,1137149
2019-05-27,23.990000,24.389999,23.750000,23.930000,23.930000,785630
2019-05-28,24.059999,24.930000,24.059999,24.930000,24.930000,2216054
2019-05-29,24.530001,25.180000,24.520000,25.049999,25.049999,830626
2019-05-30,24.610001,24.940001,24.000000,24.040001,24.040001,1132915
2019-05-31,23.969999,24.490000,23.330000,24.150000,24.150000,1082797
2019-06-03,23.680000,23.910000,22.889999,23.180000,23.180000,1769764
2019-06-04,22.750000,23.049999,22.270000,22.320000,22.320000,1999245
2019-06-05,23.030001,24.570000,22.950001,23.900000,23.900000,2439496
2019-06-06,25.010000,25.200001,22.959999,23.450001,23.450001,3680154
2019-06-07,23.500000,24.370001,22.950001,24.170000,24.170000,2484087
2019-06-11,24.170000,24.170000,24.170000,24.170000,24.170000,0
2019-06-12,24.600000,26.490000,24.400000,25.639999,25.639999,6512239
2019-06-13,23.980000,24.799999,21.930000,22.549999,22.549999,7689433
2019-06-14,22.790001,23.100000,20.959999,21.590000,21.590000,5402663
2019-06-17,21.010000,21.290001,19.980000,20.270000,20.270000,4561013
2019-06-18,20.200001,21.840000,20.020000,21.270000,21.270000,4091580
2019-06-19,22.360001,22.650000,21.709999,22.059999,22.059999,3045800
2019-06-20,22.350000,23.490000,22.299999,23.490000,23.490000,2321569
2019-06-21,23.740000,24.150000,23.100000,23.850000,23.850000,5626139
2019-06-24,23.500000,24.799999,23.400000,24.780001,24.780001,2909670
2019-06-25,24.520000,25.719999,24.389999,25.719999,25.719999,3356474
2019-06-26,25.870001,27.389999,25.730000,27.139999,27.139999,4306862
2019-06-27,27.000000,27.900000,26.680000,27.830000,27.830000,3377993
2019-06-28,27.990000,28.760000,23.950001,25.070000,25.070000,6140059
2019-07-01,22.520000,24.680000,22.500000,24.400000,24.400000,7896847
2019-07-02,24.600000,26.440001,24.594999,26.090000,26.090000,3406263
2019-07-03,26.350000,26.900000,25.879999,26.389999,26.389999,2151694
2019-07-04,26.450001,27.469999,26.230000,27.000000,27.000000,2211668
2019-07-05,27.000000,27.240000,26.100000,26.840000,26.840000,2143651
2019-07-08,26.600000,27.389999,26.250000,27.000000,27.000000,1333615
2019-07-09,26.450001,26.760000,25.600000,25.690001,25.690001,2111789
2019-07-10,25.770000,26.379999,25.379999,25.590000,25.590000,2132393
2019-07-11,25.590000,25.940001,25.070000,25.490000,25.490000,1225560
2019-07-12,25.530001,25.610001,24.285000,24.480000,24.480000,2008837
2019-07-15,24.379999,24.500000,23.620001,23.790001,23.790001,2055239
2019-07-16,24.000000,24.389999,23.510000,23.590000,23.590000,1085764
2019-07-17,23.549999,24.270000,23.299999,23.809999,23.809999,1079984
2019-07-18,23.820000,24.120001,23.480000,23.520000,23.520000,1075810
2019-07-19,23.410000,24.299999,23.400000,24.020000,24.020000,1409695
2019-07-22,24.100000,24.600000,23.620001,23.670000,23.670000,1103580
2019-07-23,23.670000,24.719999,23.650000,24.680000,24.680000,1217010
2019-07-24,24.940001,25.700001,24.830000,25.309999,25.309999,1786906
2019-07-25,25.549999,25.980000,25.059999,25.930000,25.930000,1355607
2019-07-26,25.700001,26.299999,25.209999,26.139999,26.139999,2203146
2019-07-29,26.469999,27.219999,26.420000,27.180000,27.180000,2035111
2019-07-30,27.299999,27.500000,26.459999,26.610001,26.610001,1787172
2019-07-31,26.490000,27.080000,26.450001,26.740000,26.740000,1341743
2019-08-01,26.549999,27.145000,25.860001,26.540001,26.540001,920158
2019-08-02,26.430000,26.740000,25.490000,25.490000,25.490000,1227729
2019-08-05,25.650000,25.870001,24.030001,24.059999,24.059999,1171681
2019-08-06,21.500000,22.920000,21.200001,22.340000,22.340000,5099117
2019-08-07,23.000000,23.450001,22.400000,22.480000,22.480000,3030118
2019-08-08,22.500000,23.080000,22.150000,22.780001,22.780001,1847200
2019-08-09,24.400000,24.900000,23.350000,24.170000,24.170000,3440710
2019-08-12,23.680000,24.080000,23.430000,23.719999,23.719999,2296941
2019-08-13,23.389999,23.709999,23.340000,23.549999,23.549999,1918278
2019-08-14,23.990000,24.690001,23.860001,24.650000,24.650000,1821664
2019-08-15,23.129999,23.700001,22.780001,22.860001,22.860001,2937430
2019-08-16,23.020000,23.940001,23.020000,23.260000,23.260000,2586090
2019-08-19,23.760000,24.285000,23.709999,24.270000,24.270000,1685870
2019-08-20,24.709999,25.180000,24.430000,25.020000,25.020000,3601225
2019-08-21,24.510000,24.790001,23.920000,24.059999,24.059999,2005588
2019-08-22,24.570000,24.920000,24.209999,24.690001,24.690001,2527858
2019-08-23,24.799999,24.930000,24.240000,24.540001,24.540001,1030354
2019-08-26,23.299999,24.230000,23.260000,24.000000,24.000000,1460015
2019-08-27,24.650000,26.000000,24.520000,25.870001,25.870001,2821343
2019-08-28,26.299999,28.280001,25.900000,28.280001,28.280001,6334167
2019-08-29,28.610001,29.680000,27.520000,29.620001,29.620001,3926796
2019-08-30,29.870001,31.070000,29.719999,30.980000,30.980000,4018453
2019-09-02,30.900000,31.459999,30.530001,31.379999,31.379999,1945385
2019-09-03,31.000000,32.130001,30.870001,31.930000,31.930000,1415938
2019-09-04,31.379999,32.049999,30.860001,31.809999,31.809999,2528825
2019-09-05,32.029999,33.070000,32.029999,32.560001,32.560001,2824512
2019-09-06,33.279999,33.910000,33.110001,33.880001,33.880001,2353447
2019-09-09,34.130001,34.279999,33.029999,33.869999,33.869999,2321859
2019-09-10,33.250000,33.340000,32.200001,32.470001,32.470001,2357880
2019-09-11,31.980000,32.230000,31.080000,32.099998,32.099998,3123221
2019-09-12,32.580002,33.189999,31.620001,31.799999,31.799999,3817036
2019-09-13,32.290001,32.599998,31.770000,31.940001,31.940001,1293155
2019-09-16,31.600000,32.660000,31.600000,32.000000,32.000000,2610105
2019-09-17,31.980000,32.220001,31.260000,31.580000,31.580000,2879602
2019-09-18,31.879999,32.779999,31.750000,32.279999,32.279999,1701258
2019-09-19,32.400002,32.990002,32.310001,32.790001,32.790001,1650343
2019-09-20,33.020000,33.634998,32.900002,33.049999,33.049999,4316860
2019-09-23,33.490002,33.490002,31.719999,32.230000,32.230000,2087711
2019-09-24,32.230000,32.509998,31.549999,31.770000,31.770000,2139596
2019-09-25,33.349998,36.650002,32.810001,36.000000,36.000000,4196163
2019-09-26,36.340000,37.119999,35.259998,35.520000,35.520000,2307699
2019-09-27,35.799999,36.619999,35.689999,36.570000,36.570000,2292606
2019-09-30,36.570000,36.900002,35.669998,35.869999,35.869999,1554464
2019-10-01,35.860001,35.869999,34.750000,35.290001,35.290001,2017023
2019-10-02,34.549999,35.980000,34.549999,35.360001,35.360001,1695428
2019-10-03,34.360001,34.480000,33.369999,34.290001,34.290001,2681591
2019-10-04,34.599998,34.799999,34.064999,34.150002,34.150002,1740641
2019-10-07,34.500000,35.279999,34.380001,34.919998,34.919998,1223637
2019-10-08,34.680000,34.820000,33.430000,34.650002,34.650002,1881339
2019-10-09,33.700001,35.020000,33.380001,34.880001,34.880001,3629467
2019-10-10,34.919998,35.540001,34.880001,35.070000,35.070000,1902151
2019-10-11,35.250000,35.709999,34.965000,35.119999,35.119999,1519760
2019-10-14,35.990002,36.340000,35.830002,36.099998,36.099998,1948388
2019-10-15,37.000000,37.410000,36.395000,36.560001,36.560001,1650819
2019-10-16,36.090000,36.099998,33.500000,33.919998,33.919998,4824840
2019-10-17,33.889999,33.980000,31.639999,31.980000,31.980000,7005111
2019-10-18,31.330000,31.620001,29.209999,29.650000,29.650000,6075511
2019-10-21,27.990000,29.299999,27.250000,28.660000,28.660000,4912534
2019-10-22,28.700001,29.530001,28.639999,29.209999,29.209999,3208464
2019-10-23,29.440001,30.230000,29.129999,29.780001,29.780001,2577088
2019-10-24,30.500000,30.730000,28.680000,29.010000,29.010000,3447345
2019-10-25,29.500000,30.170000,29.299999,29.299999,29.299999,2048241
2019-10-28,29.600000,29.770000,28.530001,28.650000,28.650000,1809590
2019-10-29,28.730000,29.250000,28.299999,29.100000,29.100000,1291367
2019-10-30,29.219999,29.410000,28.080000,28.240000,28.240000,1357769
2019-10-31,28.500000,29.049999,28.280001,28.860001,28.860001,1203975
2019-11-01,28.520000,28.530001,27.150000,27.450001,27.450001,2090158
2019-11-04,27.799999,27.950001,27.010000,27.379999,27.379999,1752390
2019-11-05,27.260000,27.760000,26.740000,27.129999,27.129999,1419134
2019-11-06,27.100000,27.129999,25.830000,25.940001,25.940001,2000295
2019-11-07,26.250000,26.730000,25.730000,26.240000,26.240000,2275321
2019-11-08,26.730000,27.389999,26.350000,26.969999,26.969999,2046426
2019-11-11,28.059999,28.570000,27.840000,28.200001,28.200001,3160537
2019-11-12,29.030001,29.790001,28.760000,29.190001,29.190001,2742480
2019-11-13,31.100000,31.980000,27.809999,29.370001,29.370001,4944505
2019-11-14,30.150000,31.980000,30.139999,31.570000,31.570000,5269722
2019-11-15,31.790001,33.279999,31.500000,32.910000,32.910000,2536882
2019-11-18,33.099998,33.430000,31.700001,32.250000,32.250000,2253749
2019-11-19,32.299999,32.400002,30.879999,31.340000,31.340000,2338193
2019-11-20,31.270000,31.780001,30.760000,31.500000,31.500000,1284070
2019-11-21,31.320000,31.450001,30.219999,30.400000,30.400000,1329740
2019-11-22,30.850000,31.280001,30.379999,30.490000,30.490000,882857
2019-11-25,32.259998,34.049999,31.850000,32.639999,32.639999,2450396
2019-11-26,33.400002,33.470001,32.049999,32.189999,32.189999,1586379
2019-11-27,32.200001,32.299999,31.219999,32.080002,32.080002,1190157
2019-11-28,32.240002,32.700001,32.139999,32.490002,32.490002,1324010
2019-11-29,32.320000,33.130001,31.570000,31.600000,31.600000,1946923
2019-12-02,31.639999,31.709999,30.559999,31.170000,31.170000,1588686
2019-12-03,30.600000,30.700001,30.110001,30.469999,30.469999,1359747
2019-12-04,29.799999,30.020000,28.780001,29.080000,29.080000,1982953
2019-12-05,29.700001,31.860001,29.580000,29.750000,29.750000,2207618
2019-12-06,29.900000,29.969999,28.930000,29.900000,29.900000,1358291
2019-12-09,30.000000,30.299999,29.350000,29.879999,29.879999,1302705
2019-12-10,29.590000,30.080000,29.000000,29.879999,29.879999,935142
2019-12-11,30.030001,30.090000,29.209999,29.469999,29.469999,869893
2019-12-12,29.459999,29.490000,28.709999,28.870001,28.870001,855076
2019-12-13,28.879999,29.150000,28.350000,28.700001,28.700001,875476
2019-12-16,28.570000,29.500000,28.389999,29.260000,29.260000,978332
2019-12-17,29.500000,30.059999,28.700001,28.790001,28.790001,905542
2019-12-18,28.750000,29.540001,28.580000,29.100000,29.100000,1019506
2019-12-19,29.420000,29.799999,28.690001,28.780001,28.780001,1417375
2019-12-20,29.000000,29.420000,28.620001,29.270000,29.270000,1420410
2019-12-23,29.299999,29.740000,28.740000,29.480000,29.480000,1092843
2019-12-24,29.500000,29.760000,29.049999,29.200001,29.200001,568100
2019-12-27,29.600000,30.709999,29.480000,30.580000,30.580000,880495
2019-12-30,30.700001,30.850000,29.900000,30.110001,30.110001,794920
2019-12-31,29.750000,29.990000,29.040001,29.280001,29.280001,2097917
2020-01-02,29.280001,30.709999,29.280001,30.629999,30.629999,1262345
2020-01-03,30.980000,31.170000,30.180000,30.270000,30.270000,1307590
2020-01-06,30.000000,30.139999,29.490000,29.990000,29.990000,976326
2020-01-07,30.260000,30.540001,29.934999,30.410000,30.410000,1036410
2020-01-08,30.420000,30.500000,29.219999,30.080000,30.080000,1399559
2020-01-09,30.680000,31.150000,30.469999,30.570000,30.570000,1157840
2020-01-10,30.959999,31.340000,30.469999,31.129999,31.129999,1395336
2020-01-13,31.000000,32.740002,30.660000,32.529999,32.529999,2141614
2020-01-14,32.930000,33.939999,32.799999,33.200001,33.200001,1653432
2020-01-15,33.400002,33.520000,32.750000,32.799999,32.799999,1041115
2020-01-16,33.200001,33.430000,32.959999,33.240002,33.240002,856140
2020-01-17,33.450001,33.790001,33.020000,33.220001,33.220001,1555591
2020-01-20,33.470001,34.189999,33.450001,34.000000,34.000000,1554336
2020-01-21,34.189999,34.349998,33.709999,34.330002,34.330002,1363915
2020-01-22,34.590000,35.180000,34.450001,34.820000,34.820000,2322339
2020-01-23,34.830002,36.180000,34.410000,36.119999,36.119999,1859330
2020-01-24,36.419998,37.150002,36.250000,37.000000,37.000000,1717260
2020-01-28,34.799999,36.980000,34.500000,36.700001,36.700001,2704127
2020-01-29,36.849998,38.060001,36.830002,37.990002,37.990002,1894902
2020-01-30,37.939999,38.360001,37.470001,37.799999,37.799999,1912118
2020-01-31,37.980000,38.689999,37.900002,38.549999,38.549999,2157988
2020-02-03,37.570000,38.299999,37.150002,38.060001,38.060001,1712505
2020-02-04,38.500000,39.980000,38.389999,39.880001,39.880001,2086097
2020-02-05,40.150002,40.730000,38.599998,39.200001,39.200001,2444282
2020-02-06,39.700001,39.860001,38.150002,38.990002,38.990002,2866647
2020-02-07,38.880001,39.639999,38.459999,39.439999,39.439999,2047074
2020-02-10,39.330002,39.750000,38.360001,38.520000,38.520000,1653058
2020-02-11,38.750000,39.430000,38.549999,39.389999,39.389999,1166962
2020-02-12,39.070000,39.270000,38.480000,38.610001,38.610001,1620208
2020-02-13,38.549999,39.119999,38.490002,38.560001,38.560001,1012715
2020-02-14,38.500000,38.950001,38.049999,38.610001,38.610001,1756046
2020-02-17,38.709999,39.869999,38.630001,39.520000,39.520000,3134249
2020-02-18,39.549999,39.959999,38.810001,39.869999,39.869999,1508460
2020-02-19,39.849998,40.610001,39.310001,40.500000,40.500000,1368093
2020-02-20,41.000000,41.139999,38.880001,39.259998,39.259998,2194115
2020-02-21,39.279999,39.700001,38.349998,38.990002,38.990002,1597142
2020-02-24,38.049999,38.610001,36.950001,36.970001,36.970001,1656175
2020-02-25,35.000000,37.689999,34.500000,37.029999,37.029999,3887959
2020-02-26,35.730000,36.400002,35.200001,35.970001,35.970001,2866143
2020-02-27,34.500000,38.349998,33.470001,36.470001,36.470001,4289724
2020-02-28,34.000000,34.240002,32.080002,33.169998,33.169998,8773321
2020-03-02,32.180000,33.349998,31.299999,32.639999,32.639999,4427629
2020-03-03,34.000000,35.349998,33.990002,34.660000,34.660000,4153693
2020-03-04,33.500000,34.380001,33.189999,33.189999,33.189999,2248614
2020-03-05,34.310001,34.680000,33.689999,34.369999,34.369999,3074902
2020-03-06,33.540001,34.110001,32.849998,32.939999,32.939999,1864890
2020-03-09,31.139999,32.279999,26.700001,27.629999,27.629999,6581411
2020-03-10,26.299999,30.110001,26.230000,29.580000,29.580000,6016771
2020-03-11,29.950001,30.469999,27.030001,27.030001,27.030001,4963401
2020-03-12,26.270000,27.100000,20.879999,23.879999,23.879999,11011692
2020-03-13,21.000000,24.160000,20.400000,23.240000,23.240000,10082440
2020-03-16,21.500000,22.240000,19.920000,19.920000,19.920000,7420245
2020-03-17,18.000000,20.450001,17.889999,19.059999,19.059999,10464831
2020-03-18,18.400000,18.730000,11.920000,12.760000,12.760000,14676342
2020-03-19,12.900000,13.090000,9.570000,9.900000,9.900000,17918363
2020-03-20,10.970000,16.000000,10.900000,12.440000,12.440000,19173478
2020-03-23,9.960000,10.400000,8.010000,8.900000,8.900000,18875305
2020-03-24,9.870000,12.190000,9.050000,11.210000,11.210000,11619998
2020-03-25,15.000000,16.580000,13.580000,15.000000,15.000000,13243615
2020-03-26,15.490000,20.129999,14.950000,19.410000,19.410000,14408454
2020-03-27,22.150000,23.879999,17.129999,19.100000,19.100000,16892647
2020-03-30,18.000000,19.379999,17.020000,18.400000,18.400000,7373749
2020-03-31,20.549999,20.750000,17.940001,18.799999,18.799999,8466335
2020-04-01,19.850000,20.660000,19.430000,20.660000,20.660000,7550906
2020-04-02,19.850000,21.700001,19.709999,20.150000,20.150000,5916720
2020-04-03,20.750000,21.129999,19.410000,19.549999,19.549999,6116889
2020-04-06,20.000000,20.420000,19.670000,20.120001,20.120001,5934261
2020-04-07,21.000000,21.889999,20.799999,21.059999,21.059999,5008795
2020-04-08,20.580000,20.719999,19.670000,19.879999,19.879999,4822808
2020-04-09,20.799999,22.100000,20.400000,22.000000,22.000000,3989410
2020-04-14,24.100000,28.440001,23.719999,28.400000,28.400000,7741050
2020-04-15,28.000000,28.200001,26.250000,27.879999,27.879999,7034705
2020-04-16,26.200001,27.469999,25.900000,27.280001,27.280001,5000856
2020-04-17,28.600000,30.360001,28.600000,29.000000,29.000000,5875612
2020-04-20,28.799999,29.629999,28.080000,29.000000,29.000000,4022044
2020-04-21,28.450001,29.030001,27.190001,27.320000,27.320000,4544126
2020-04-22,26.500000,27.129999,25.670000,26.570000,26.570000,4607128
2020-04-23,27.250000,27.650000,26.600000,27.150000,27.150000,3441190
2020-04-24,27.000000,27.580000,26.850000,27.010000,27.010000,2364336
2020-04-27,27.299999,27.980000,26.950001,27.750000,27.750000,2490798
2020-04-28,27.990000,28.500000,27.900000,28.309999,28.309999,2123047
2020-04-29,28.379999,28.430000,27.715000,28.150000,28.150000,3607748
2020-04-30,28.889999,31.450001,28.760000,31.200001,31.200001,5934586
2020-05-01,29.750000,30.309999,28.799999,29.160000,29.160000,4389812
2020-05-04,38.000000,39.590000,32.500000,36.099998,36.099998,10338198
2020-05-05,36.900002,38.180000,36.480000,38.180000,38.180000,4142140
2020-05-06,38.509998,39.950001,38.509998,39.799999,39.799999,2881542
2020-05-07,39.209999,39.730000,38.520000,39.500000,39.500000,2356639
2020-05-08,39.279999,40.000000,39.130001,39.880001,39.880001,2767830
2020-05-11,39.900002,43.680000,39.840000,42.169998,42.169998,3677206
2020-05-12,42.500000,43.180000,40.700001,41.680000,41.680000,3852252
2020-05-13,40.490002,43.500000,39.700001,43.459999,43.459999,4676501
2020-05-14,41.959999,43.599998,41.529999,41.650002,41.650002,2504456
2020-05-15,42.400002,42.669998,40.759998,41.200001,41.200001,2941144
2020-05-18,42.360001,42.599998,41.500000,42.310001,42.310001,1922681
2020-05-19,43.099998,43.330002,41.709999,42.000000,42.000000,2347223
2020-05-20,41.750000,43.400002,41.680000,42.889999,42.889999,2140591
2020-05-21,44.200001,45.169998,43.680000,44.000000,44.000000,3316651
2020-05-22,44.250000,45.040001,44.110001,44.509998,44.509998,2729757
2020-05-25,45.020000,49.000000,45.020000,48.500000,48.500000,3365690
2020-05-26,49.000000,50.009998,48.520000,49.110001,49.110001,3639200
2020-05-27,48.480000,48.599998,44.869999,45.250000,45.250000,5796090
2020-05-28,46.500000,46.900002,45.380001,46.090000,46.090000,3539499
2020-05-29,46.849998,47.570000,46.150002,47.410000,47.410000,24439242
2020-06-01,46.529999,48.099998,46.529999,47.750000,47.750000,2732777
2020-06-02,48.220001,49.520000,48.020000,49.520000,49.520000,3449017
2020-06-03,50.119999,52.290001,50.020000,52.259998,52.259998,2924104
2020-06-04,53.500000,53.810001,51.919998,52.200001,52.200001,3448569
2020-06-05,51.990002,52.410000,50.150002,50.610001,50.610001,2856264
2020-06-09,51.250000,51.580002,50.389999,50.700001,50.700001,2949883
2020-06-10,50.689999,54.849998,50.560001,54.520000,54.520000,3581421
2020-06-11,52.599998,53.639999,51.840000,52.099998,52.099998,2721178
2020-06-12,49.000000,52.650002,47.090000,51.860001,51.860001,4254124
2020-06-15,52.000000,54.630001,51.040001,51.160000,51.160000,3108059
2020-06-16,53.709999,57.070000,53.599998,56.520000,56.520000,3606092
2020-06-17,57.000000,58.459999,56.349998,57.730000,57.730000,2769552
2020-06-18,58.430000,59.639999,57.650002,57.840000,57.840000,2422807
2020-06-19,58.000000,58.990002,56.950001,58.689999,58.689999,4301340
2020-06-22,57.709999,58.790001,56.740002,57.939999,57.939999,1447243
2020-06-23,58.180000,59.599998,56.849998,59.169998,59.169998,1906196
2020-06-24,60.060001,62.330002,59.330002,59.380001,59.380001,2644823
2020-06-25,57.860001,58.790001,56.009998,56.919998,56.919998,2870206
2020-06-26,58.299999,58.860001,56.290001,57.000000,57.000000,2299450
2020-06-29,55.439999,58.000000,55.299999,56.900002,56.900002,1564394
2020-06-30,58.270000,61.299999,57.439999,60.990002,60.990002,3256850
2020-07-01,60.490002,63.900002,59.660000,62.240002,62.240002,2559434
2020-07-02,64.199997,68.620003,63.910000,68.160004,68.160004,2818784
2020-07-03,68.269997,70.000000,66.580002,67.500000,67.500000,2563465
2020-07-06,67.699997,68.800003,67.550003,68.000000,68.000000,1407381
2020-07-07,68.000000,68.000000,68.000000,68.000000,68.000000,0
2020-07-08,66.500000,67.500000,65.309998,66.000000,66.000000,8083523
2020-07-09,68.000000,75.260002,66.910004,73.500000,73.500000,5272236
2020-07-10,73.510002,76.620003,72.010002,72.309998,72.309998,3558277
2020-07-13,74.209999,75.000000,69.070000,71.739998,71.739998,3328978
2020-07-14,68.800003,69.889999,65.550003,66.550003,66.550003,3460584
2020-07-15,69.010002,70.489998,67.660004,68.160004,68.160004,3361154
2020-07-16,69.500000,69.589996,67.209999,67.440002,67.440002,2626181
2020-07-17,67.250000,69.059998,66.160004,67.370003,67.370003,2700416
2020-07-20,67.370003,69.769997,67.370003,69.489998,69.489998,2156609
2020-07-21,71.470001,75.650002,71.320000,75.050003,75.050003,2870504
2020-07-22,74.339996,75.000000,71.750000,72.500000,72.500000,1723097
